"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y0_Log",11.6699185502841,0.0106250218544147,0.49709303117494,10.7664881940117,11.3290942924024,11.6454231324525,11.9648908011384,12.7158659756925,2188.84841081024,1.00158545362851
"kappa_0",0.896604017957522,0.000753380574721058,0.0471525831439345,0.800631983919068,0.864937499491943,0.899055978907284,0.930516909795925,0.980003801609924,3917.25769968599,1.0000491528625
"psi",0.000626827985464993,5.90225447874004e-06,0.000296437732299753,0.000239281310131853,0.00042435249634859,0.000562787795314934,0.000755181666072469,0.00138632993721311,2522.49958730301,1.00091657769867
"rho",1.28549112061582,0.00433140894116368,0.186775878919944,0.94258750119833,1.15495487803025,1.27862339926,1.4047361661175,1.67246768288623,1859.44441398494,1.00018011890192
"delta",1.29753586937528,0.00432797341393618,0.186917634042773,0.955931265493433,1.16830900507755,1.28985855289383,1.41688038317092,1.68578758056257,1865.22566149702,1.00023590709386
"Beta",5.72949629987869,0.0138821642861094,0.713482138398652,4.38765747933211,5.22794295659629,5.70469245886556,6.20204718035139,7.20758965183439,2641.50751880361,0.999551148098646
"r_psi",0.00516626091062685,2.86753812550935e-05,0.00187039455449683,0.00138472843761162,0.00389222808092826,0.00521044455510329,0.00645599064004351,0.0087136606941019,4254.49538811981,1.00031348492279
"sigma1",1.03376120984106,0.00272526775511122,0.158762078158575,0.775073910060067,0.91961625822576,1.01774190288289,1.12667335885629,1.38942622033856,3393.71364554138,0.999749744980967
"sigma2",0.648388341458925,0.00153846552962236,0.0998194241029733,0.484269101654206,0.576147768032326,0.636833754785987,0.707278794882777,0.87716440316079,4209.73327116771,1.00058413572144
"sigma3",0.297614902698436,0.000773690655711818,0.0458480954873351,0.222897740280686,0.264741581637075,0.292083147096342,0.32518550617661,0.402065825989832,3511.6230946007,1.00067912242782
"sigma4",0.167213642197347,0.000540908647725926,0.0289309585976558,0.121196017077503,0.146867495758359,0.16377627377919,0.18425209194076,0.23128929855887,2860.73611100295,1.00127673592478
