"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y0_Log",12.2679187003093,0.00784113647180538,0.512943507883225,11.3070809359109,11.9181649846972,12.2511352679916,12.6012326772584,13.3376299346451,4279.3819419107,1.00130192962888
"kappa_0",0.897750805234437,0.000597750487416764,0.0476497344682987,0.799423205905006,0.865564577755392,0.899907276665421,0.932481613347174,0.983985454824316,6354.49572475724,1.00217300223546
"psi",0.00119423623259323,5.79358786440203e-06,0.000391564616078912,0.00062606086440701,0.000918480882663793,0.00112980443277932,0.00139304291814984,0.00214754300843797,4567.8484200914,1.00237663522334
"rho",1.28447451308839,0.00325604956976628,0.194891848614834,0.936481527020573,1.14716733964422,1.27484207869281,1.4094297559006,1.69287254726106,3582.65784993573,1.00092720841948
"r_d",5.79779219220657e-05,3.82870088469416e-07,2.53046386243418e-05,1.27946926928202e-05,4.05288402419273e-05,5.60709611194239e-05,7.31055176733626e-05,0.000114202360207296,4368.14857558232,1.00062634001091
"delta0",1.30766709890453,0.00324652566275165,0.195056892602154,0.958018885753858,1.17043307805982,1.29758478017064,1.43233957149029,1.71556420707648,3609.81480887952,1.00096284761253
"Beta",5.73038900428938,0.00982613707267693,0.751236502783306,4.34159425004786,5.20674175712718,5.7177985438882,6.23041230978382,7.25106756895574,5845.04323846689,0.999869126959613
"sigma1",1.07805418736888,0.00200787550217485,0.167744142280331,0.801608012913762,0.960088253023637,1.05907794199953,1.17729480268958,1.46024950802486,6979.44942567917,0.999688169901388
"sigma2",0.654855393972229,0.00123364456752273,0.100501961896733,0.489808563020278,0.584625057876478,0.642696035829262,0.712268960391273,0.886276569682344,6636.95660616229,1.00007224305126
"sigma3",0.297450066079693,0.000551572945874659,0.0461658782680447,0.222428052448019,0.264345682896327,0.293066208965507,0.324734271214498,0.399553954343505,7005.45409429764,0.999966813282926
"sigma4",0.167034190018187,0.00038036662703681,0.0299013209401901,0.12051250196261,0.146109670307552,0.162934893829611,0.183221639445921,0.237934219794993,6179.82160074251,0.999741147566733
