"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"chiEst",0.785031794161724,0.000280661429750015,0.0323096263622207,0.722901266525996,0.763314316331625,0.784673523212553,0.806399068632687,0.849647236004842,13252.5180662341,1.00035483684269
"qEst",0.0692074791700438,0.000117095041819086,0.0126379964241766,0.0492005705203562,0.0604801738847583,0.0676840638630208,0.0762195509701116,0.0978231222253068,11648.7532047903,1.00067743379726
"sigma",0.170740787435628,0.000179279716432156,0.0204008809161573,0.136422073244165,0.156382635058961,0.168748981881721,0.182789708818992,0.216512162977736,12948.9790548138,1.00037036323019
