"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y0_Log",16.7835137009242,0.00297668163431273,0.233809128626242,16.2958943037703,16.6402108988949,16.7952722620748,16.939881829446,17.216620031493,6169.61623655973,1.00081488213745
"kappa_0",0.226629406704572,0.00139630128228997,0.129595705959053,0.0170833963521897,0.128218597025499,0.215128989474944,0.311670856605706,0.500912742620626,8614.35866369493,1.00001746807807
"psi",0.706147970672185,0.00103289403980244,0.0771756284297302,0.563672197716787,0.652757141462188,0.703017884789211,0.756343263856529,0.866324262160256,5582.75804871401,1.00044490402265
"rho",0.00676777706401919,3.62845687413153e-05,0.0023214383668545,0.0028977940328564,0.00515861313931722,0.00652788932026281,0.00808697877525153,0.0121353919001035,4093.26992319227,1.00065767320543
"delta",0.0229051280078159,4.02117664828388e-05,0.00256319200334736,0.0185169466569986,0.02111265217765,0.0227157417458897,0.0244339853656836,0.0284751035147314,4063.08563031291,1.00173781680326
"Beta",5.58426393606698,0.0107767616600978,0.719528626896032,4.16251806823206,5.09784724860209,5.57968010743419,6.07583911142357,7.01159488202314,4457.78992623118,1.0005127660012
"sigma1",0.310989571578934,0.000427097466492336,0.0372397828719136,0.249837501046389,0.284625650296274,0.307222482054802,0.3341999484817,0.392982970436058,7602.56758873448,1.00054073087962
"sigma2",0.464783119838209,0.000560310177993921,0.0545200123525831,0.372379317711699,0.426207189701443,0.460189084323255,0.497155097680351,0.58349725502644,9467.92628999918,1.00009587131757
"sigma3",0.589811562302205,0.000793388653807063,0.0716482828412327,0.468889324290314,0.538633540104777,0.583338774603244,0.633570524214935,0.749058291040609,8155.29362210345,1.00016305603956
"sigma4",0.548183717488558,0.000681738694975753,0.0625263305165609,0.442395950198315,0.503620185372874,0.542378225427541,0.586004986661981,0.686543900787505,8411.82045002127,1.00002654576082
