"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"y0_Log",8.56513914793996,0.019495674566362,1.37078833521275,5.58399903983097,7.7166989707847,8.72458453419413,9.57589262481558,10.8128300255419,4943.83840371222,0.999990785319954
"kappa_0",0.897276342922267,0.000846693471353087,0.046747001090816,0.800991023805418,0.865714132994821,0.898817040823935,0.930959147803151,0.984300962378107,3048.28162714339,1.00070959948963
"psi",0.00324063019182361,9.18856948220776e-06,0.000578425661806474,0.00228959262313077,0.00284194917382774,0.00317707624333596,0.00358210532171122,0.00452259052475117,3962.77392648885,1.00136346523126
"rho",1.81408438114621,0.00432892160703871,0.278552607234215,1.30243373981905,1.62057431278927,1.79898528961409,1.99413327237551,2.40058398712809,4140.52120525028,1.00027296193448
"deltaYFP",0.140107915702558,0.000408443741259656,0.0280684968434428,0.0842471758519938,0.12180932187735,0.140776591658398,0.158451809070877,0.195032992632808,4722.52015025194,0.999829326311228
"Beta",5.53879572945736,0.0121221785644815,0.750948518900364,4.1358651892828,5.01203629895858,5.51369687566792,6.0306596778578,7.07728124167421,3837.59355453836,0.999914604951209
"sigma1",0.760454242634502,0.00182190892971047,0.112696092105612,0.577353228718843,0.679358055152845,0.748181409569388,0.827412168609633,1.00970121354996,3826.1710746543,1.00091848435725
"sigma2",0.532716815755213,0.00106287204039795,0.0802400989949345,0.404291904248863,0.475520272490169,0.52378284666568,0.578991717460785,0.71708961650646,5699.29249472945,0.999770985363268
"sigma3",0.139526158241503,0.000386153539916735,0.0251893907757794,0.0995862741797229,0.121427779599074,0.136185413073172,0.154171517087079,0.199117633340816,4255.15404407905,0.999997721418977
"sigma4",0.247077887605449,0.000521183246821805,0.037471164653499,0.186058464507008,0.22035149657808,0.242232054247137,0.268521094039717,0.33183872500675,5169.08280533671,0.999963194028718
